real12,pred12,real3,pred3
65.0,65.78463,61.0,65.59957
63.444443,65.915306,64.875,65.74341
65.0,65.87848,67.111115,65.715225
67.77778,65.57205,66.25,65.37845
65.875,65.67329,66.77778,65.496155
66.875,65.876854,65.375,65.70054
65.22222,65.94876,65.55556,65.75821
65.625,66.120224,64.875,65.96372
67.0,66.07405,56.22222,65.896255
63.333332,66.02197,65.0,65.82627
67.0,65.92419,63.444443,65.78122
66.875,66.124275,65.0,65.65466
67.25,66.038765,67.77778,65.84481
66.75,65.889114,65.875,65.42561
66.25,65.85363,66.875,65.3339
65.666664,66.22229,65.22222,65.91486
66.25,66.19131,65.625,65.86307
67.5,66.07447,67.0,65.87652
64.875,66.007095,63.333332,65.81364
65.666664,65.92877,67.0,65.787796
65.333336,66.042366,66.875,66.01155
66.8,65.91376,67.25,65.73039
62.0,66.04787,66.75,65.95974
0.0,66.17643,66.25,66.14384
0.0,66.207214,65.666664,66.17031
0.0,66.30665,66.25,66.26268
0.0,66.28479,67.5,66.223915
0.0,66.30924,64.875,66.20406
0.0,66.26943,65.666664,66.163506
0.0,66.3332,65.333336,66.33623
0.0,66.18119,66.8,66.11697
0.0,66.19257,62.0,66.0892
68.0,66.18953,0.0,66.05462
66.6,66.38941,0.0,66.25747
68.25,66.37563,0.0,66.10918
67.75,66.69687,0.0,66.450005
68.5,66.51099,0.0,66.59224
68.375,67.02693,0.0,66.98385
67.875,67.284294,0.0,67.406746
66.0,67.442986,0.0,67.571976
68.875,67.50209,0.0,67.50425
69.333336,67.5706,68.0,67.39419
67.375,67.58632,66.6,67.258385
69.0,67.625015,68.25,67.21352
67.75,67.80211,67.75,67.94066
67.0,67.791336,68.5,67.53325
68.0,68.06572,68.375,67.85754
69.0,68.109245,67.875,67.91964
66.5,68.289116,66.0,68.04532
69.111115,68.106865,68.875,68.126686
68.666664,67.97714,69.333336,67.92366
68.75,67.702736,67.375,67.52723
67.5,68.05063,69.0,67.95295
67.0,68.36918,67.75,68.37809
68.888885,68.23123,67.0,68.226524
67.375,68.32199,68.0,68.34854
68.0,68.177864,69.0,68.1944
68.75,67.91754,66.5,67.8487
68.44444,67.94394,69.111115,67.87014
68.625,68.16275,68.666664,68.12832
68.5,67.9621,68.75,67.847664
68.44444,68.24027,67.5,68.165985
69.22222,68.34227,67.0,68.31022
67.875,68.39769,68.888885,68.36074
69.875,68.32066,67.375,68.175095
59.625,68.24609,68.0,67.9821
69.55556,68.548935,68.75,68.30324
68.75,68.43414,68.44444,68.20252
69.375,68.529366,68.625,68.243935
68.75,68.70316,68.5,68.41472
68.375,68.69233,68.44444,68.43175
69.0,68.847244,69.22222,68.577385
68.75,68.890495,67.875,68.62213
69.0,68.77721,69.875,68.631035
68.75,68.854164,59.625,68.80902
69.75,68.668396,69.55556,68.63922
68.333336,68.87887,68.75,68.85566
69.0,68.75378,69.375,68.67522
69.375,68.8161,68.75,68.77901
69.0,68.88649,68.375,68.77481
68.44444,68.90718,69.0,68.824066
69.75,68.995316,68.75,68.90023
69.0,68.84819,69.0,68.7858
68.625,68.82202,68.75,68.783485
68.25,68.797295,69.75,68.77597
67.125,68.838974,68.333336,68.83436
69.55556,68.80804,69.0,68.83982
68.888885,68.871826,69.375,68.964905
67.57143,68.79636,69.0,68.89142
67.55556,68.7945,68.44444,68.82753
68.44444,68.80523,69.75,68.88246
68.25,68.86884,69.0,68.8977
69.5,68.85646,68.625,68.81412
69.375,68.92907,68.25,68.93865
69.666664,68.785995,67.125,68.83355
67.5,68.31533,69.55556,68.47406
68.25,68.24374,68.888885,68.36658
68.625,68.4296,67.57143,68.37703
69.333336,68.4746,67.55556,68.522064
66.625,68.35595,68.44444,68.541855
68.22222,68.12702,68.25,68.26835
67.75,68.081406,69.5,68.20066
68.333336,68.11342,69.375,68.238754
68.25,67.93459,69.666664,68.11818
67.625,68.13145,67.5,68.36419
67.77778,68.13015,68.25,68.40546
67.875,68.18534,68.625,68.51522
67.111115,68.04451,69.333336,68.3017
67.125,68.0027,66.625,68.24847
69.375,68.04894,68.22222,68.275764
67.375,68.10933,67.75,68.375305
67.666664,67.96838,68.333336,68.12622
68.0,67.94324,68.25,68.08265
67.875,67.95291,67.625,68.04246
67.55556,67.974655,67.77778,68.06752
67.875,67.99492,67.875,68.09923
67.55556,67.93603,67.111115,68.01988
66.85714,67.89811,67.125,67.95854
65.125,67.87536,69.375,67.94705
67.55556,67.83779,67.375,67.85646
68.875,67.7755,67.666664,67.7502
67.0,67.936905,68.0,67.9828
68.22222,67.90445,67.875,67.92307
68.875,67.9139,67.55556,67.93791
66.55556,67.92718,67.875,67.93784
64.42857,67.93721,67.55556,67.951004
68.25,67.90052,66.85714,67.89853
68.55556,67.90959,65.125,67.9327
59.25,67.91386,67.55556,67.94033
67.22222,67.7696,68.875,67.70744
64.625,67.608894,67.0,67.43106
68.375,67.74363,68.22222,67.6169
69.111115,67.9092,68.875,67.90429
67.77778,67.77847,66.55556,67.797874
64.875,67.7113,64.42857,67.77731
67.375,67.82651,68.25,67.88591
68.125,67.665924,68.55556,67.71863
64.0,67.37109,59.25,67.25793
67.5,67.519585,67.22222,67.57168
67.875,67.618065,64.625,67.745964
66.77778,67.78109,68.375,67.83514
67.75,67.570305,69.111115,67.655685
67.625,67.02544,67.77778,67.01199
65.625,67.18658,64.875,67.28435
64.666664,67.37383,67.375,67.61887
67.25,67.42101,68.125,67.63005
67.77778,67.11177,64.0,67.15834
65.44444,67.06884,67.5,67.211365
68.125,67.04588,67.875,67.25374
68.625,66.742874,66.77778,66.827675
65.75,66.88904,67.75,67.007416
69.25,67.02708,67.625,67.27182
64.0,67.0819,65.625,67.33652
66.111115,67.00159,64.666664,67.30209
68.75,66.94908,67.25,67.2696
67.25,66.75023,67.77778,66.891335
63.444443,66.87339,65.44444,66.96602
64.375,66.86896,68.125,66.900215
61.75,67.06732,68.625,67.149734
64.0,66.7864,65.75,66.896065
68.0,66.8569,69.25,67.004234
66.625,67.00175,64.0,67.17895
66.25,67.005745,66.111115,67.12308
63.22222,67.14395,68.75,67.29913
64.5,67.04721,67.25,67.13257
64.22222,67.01744,63.444443,67.06564
67.375,67.10199,64.375,67.28263
62.625,66.83976,61.75,67.083115
58.666668,66.63703,64.0,66.84706
59.375,66.49866,68.0,66.64235
68.0,66.148544,66.625,66.280914
66.28571,65.629906,66.25,65.85546
64.25,65.741035,63.22222,66.152534
66.375,65.426285,64.5,65.99977
62.666668,65.42399,64.22222,66.08391
64.666664,65.15512,67.375,65.780846
67.25,64.821556,62.625,65.47112
58.555557,64.67344,58.666668,65.35432
63.25,64.858734,59.375,65.49117
66.0,64.5709,68.0,65.25447
61.625,64.43373,66.28571,65.00851
59.88889,64.04894,64.25,64.66753
69.875,64.17976,66.375,64.909966
58.25,64.28427,62.666668,64.83588
50.666668,63.779472,64.666664,64.38296
65.625,63.869778,67.25,64.56167
64.55556,63.24096,58.555557,64.01082
62.666668,63.11157,63.25,63.985146
60.375,63.36267,66.0,64.12786
63.125,63.12948,61.625,63.595474
65.4,62.919506,59.88889,63.423885
60.555557,63.296677,69.875,63.734196
59.875,63.210068,58.25,63.527927
50.25,62.896996,50.666668,62.848763
59.555557,62.891705,65.625,63.481518
60.375,63.1325,64.55556,62.893974
68.22222,63.097645,62.666668,62.3655
59.875,63.53997,60.375,62.985073
64.55556,64.00014,63.125,63.132805
64.875,63.71802,65.4,62.75273
66.44444,64.17369,60.555557,62.87014
69.85714,64.10458,59.875,62.617577
66.375,64.22666,50.25,62.666042
68.625,64.028725,59.555557,62.593307
65.25,64.29083,60.375,62.692715
62.5,64.73252,68.22222,62.422077
65.125,64.67555,59.875,62.803177
66.875,65.032166,64.55556,62.93004
66.22222,65.72309,64.875,63.69501
66.875,65.484116,66.44444,63.607925
65.0,65.84294,69.85714,63.756714
68.888885,65.96798,66.375,64.33279
66.875,66.04828,68.625,64.51059
66.333336,66.38008,65.25,65.307915
66.75,66.340805,62.5,65.2859
68.375,66.58656,65.125,65.83184
67.125,66.650536,66.875,66.08322
66.888885,66.570816,66.22222,65.94526
68.22222,66.718285,66.875,66.193245
67.25,66.89535,65.0,66.348
66.875,66.88196,68.888885,66.34251
69.111115,66.90043,66.875,66.46125
68.5,66.874985,66.333336,66.50482
67.375,67.172745,66.75,66.955605
67.888885,67.28159,68.375,67.02296
66.125,67.14831,67.125,66.90861
67.25,67.358406,66.888885,66.9501
68.22222,67.70824,68.22222,67.26925
68.375,67.8321,67.25,67.31732
67.22222,67.93289,66.875,67.34717
68.25,68.166145,69.111115,67.623245
68.0,68.1729,68.5,67.70618
67.0,68.13363,67.375,67.72136
67.25,68.17078,67.888885,67.94172
68.5,68.25915,66.125,68.10839
68.55556,68.21704,67.25,68.068344
68.44444,68.34564,68.22222,68.20391
68.375,68.340836,68.375,68.088165
67.0,68.18928,67.22222,68.01293
68.25,68.06389,68.25,68.08287
67.25,67.9532,68.0,68.130936
67.875,67.68713,67.0,67.98566
68.111115,67.64621,67.25,68.04304
67.75,67.476715,68.5,68.02135
67.55556,67.258514,68.55556,67.85955
68.44444,67.085556,68.44444,67.712166
67.375,67.181046,68.375,67.876854
66.77778,67.31697,67.0,68.035904
68.25,67.4662,68.25,68.15195
68.125,67.57714,67.25,68.201546
65.888885,67.2783,67.875,67.90687
66.875,67.16507,68.111115,67.8128
65.888885,66.866196,67.75,67.59773
65.5,66.745605,67.55556,67.498024
65.44444,66.613785,68.44444,67.463776
66.125,66.38076,67.375,67.24845
66.125,66.2302,66.77778,67.12787
67.55556,66.27788,68.25,67.18378
65.77778,66.201195,68.125,67.09217
66.625,66.230194,65.888885,67.01535
66.125,66.237976,66.875,67.0951
65.22222,66.23815,65.888885,67.152725
66.5,65.93674,65.5,66.77537
66.77778,65.847145,65.44444,66.59427
64.375,65.62125,66.125,66.31787
66.125,65.242195,66.125,65.898796
66.666664,65.23078,67.55556,65.874245
67.25,65.26379,65.77778,65.97288
65.25,65.18673,66.625,65.86223
58.0,65.37597,66.125,66.0508
65.77778,65.293785,65.22222,65.935104
64.5,65.3392,66.5,65.98106
65.25,65.27104,66.77778,65.91513
67.5,65.20627,64.375,65.717224
64.666664,65.32837,66.125,65.79144
65.25,65.39131,66.666664,65.83049
65.888885,65.33827,67.25,65.554565
64.75,65.49095,65.25,65.67876
66.125,65.508316,58.0,65.75754
66.0,65.55295,65.77778,65.93714
66.125,65.52615,64.5,65.74134
67.0,65.89087,65.25,65.62019
67.125,65.75935,67.5,65.72397
64.875,65.66085,64.666664,65.56267
64.25,65.700584,65.25,65.49811
57.285713,66.02512,65.888885,65.86968
66.333336,65.997856,64.75,65.73454
66.75,65.944405,66.125,65.61322
67.888885,65.90064,66.0,65.650475
66.375,65.77932,66.125,65.50093
66.77778,65.83464,67.0,65.65759
68.333336,65.90142,67.125,65.79418
66.0,65.96654,64.875,65.8612
66.0,66.035446,64.25,65.99963
67.42857,66.08282,57.285713,66.0972
63.125,65.87917,66.333336,65.81747
64.875,65.76727,66.75,65.651215
66.44444,66.03654,67.888885,65.60462
66.75,66.072495,66.375,65.8808
65.77778,66.28791,66.77778,66.08377
64.625,66.253845,68.333336,66.07293
67.25,66.194275,66.0,66.032974
66.375,66.207405,66.0,66.100525
66.55556,66.352905,67.42857,66.36567
56.25,66.123314,63.125,66.18421
65.888885,66.1318,64.875,66.154816
66.14286,66.273026,66.44444,66.33413
65.875,65.96008,66.75,65.868576
67.875,66.068924,65.77778,65.92322
66.55556,66.21245,64.625,66.08245
67.375,66.32094,67.25,66.158134
65.888885,66.33777,66.375,66.170074
67.44444,66.31588,66.55556,66.06715
67.75,66.47607,56.25,66.291466
66.888885,66.426704,65.888885,66.26639
67.5,66.46214,66.14286,66.30984
67.42857,66.76895,65.875,66.30593
67.0,66.50128,67.875,66.25724
66.125,66.50369,66.55556,66.17538
67.55556,66.54965,67.375,66.24512
66.44444,66.96792,65.888885,66.71965
66.375,67.03673,67.44444,66.79067
66.125,67.176994,67.75,67.00597
67.888885,66.89216,66.888885,66.67151
66.5,67.01614,67.5,66.90316
68.25,67.01023,67.42857,66.93827
66.875,66.81708,67.0,66.76815
67.888885,66.94301,66.125,66.90266
68.14286,67.16182,67.55556,67.11346
66.875,67.25629,66.44444,67.17044
67.25,67.290474,66.375,67.15372
67.111115,67.58868,66.125,67.45232
68.375,67.62498,67.888885,67.479576
68.25,67.363434,66.5,67.27136
68.625,67.32112,68.25,67.25076
68.888885,67.51691,66.875,67.44617
68.25,67.53999,67.888885,67.38241
67.75,67.81136,68.14286,67.648315
68.875,67.69314,66.875,67.50961
67.75,67.85728,67.25,67.70413
69.333336,67.77905,67.111115,67.69344
67.125,67.73546,68.375,67.591156
67.25,67.79728,68.25,67.61661
67.77778,67.8432,68.625,67.65367
68.625,68.13257,68.888885,67.983475
68.75,68.090675,68.25,68.02161
69.125,67.97585,67.75,67.949165
69.22222,68.13367,68.875,68.12046
69.25,68.55969,67.75,68.326355
68.888885,68.571815,69.333336,68.383255
69.0,68.70679,67.125,68.56009
68.0,68.56891,67.25,68.42889
68.375,68.582985,67.77778,68.460434
67.75,68.53318,68.625,68.26176
68.125,68.39035,68.75,68.127785
70.0,68.329056,69.125,68.125015
68.5,68.3795,69.22222,68.26226
69.375,68.588806,69.25,68.48984
69.0,68.74523,68.888885,68.64583
69.125,68.88877,69.0,68.82869
68.77778,69.06671,68.0,69.01834
68.375,69.02875,68.375,69.03973
68.5,69.14778,67.75,69.17365
69.375,68.98541,68.125,68.978455
69.0,68.85441,70.0,68.84939
68.75,68.66342,68.5,68.60336
68.666664,68.66551,69.375,68.610886
68.375,69.02596,69.0,68.9713
68.44444,69.063965,69.125,69.03834
69.0,68.882614,68.77778,68.92622
67.888885,68.96185,68.375,68.99284
67.25,69.002,68.5,68.98888
69.375,68.80898,69.375,68.88454
69.55556,68.78253,69.0,68.83501
67.625,68.79074,68.75,68.84191
68.0,68.91764,68.666664,69.00185
